#model:doubleAnsatzdoubleEncoding, seed:42, epochs:100, learningRate:0.75, shots:1000 1st:model, 2nd:loss, 3rd:accuracy
[ 4.48200984  4.75773027  3.68192616  1.95845673  5.26472806  1.05934837
  0.73683669 -0.75714934  3.04934604]
[0.74059938 0.62007478 0.54982228 0.4967056  0.45250254 0.4118663
 0.37463116 0.34442914 0.31898677 0.29845387 0.28282629 0.27062723
 0.26129569 0.2556122  0.25122729 0.24768472 0.24517194 0.24361282
 0.24212169 0.24075655 0.23956248 0.23844293 0.23793509 0.23712771
 0.23639773 0.2361474  0.23559533 0.23510241 0.23479668 0.23462871
 0.23432105 0.23395796 0.23383367 0.23372761 0.23356985 0.23343864
 0.23328403 0.23317052 0.23297317 0.23300613 0.23277199 0.23279798
 0.2326089  0.23253439 0.23241912 0.2323792  0.23230926 0.2321904
 0.23210266 0.23219564 0.23216752 0.2320269  0.23184138 0.23171331
 0.23150794 0.23139471 0.23124139 0.23124559 0.23121002 0.23117737
 0.23113747 0.23115395 0.23113353 0.23118509 0.23106942 0.23110232
 0.23111892 0.23095828 0.23091652 0.23095471 0.23069365 0.23066477
 0.23070276 0.2307355  0.23071442 0.230588   0.23044699 0.23059468
 0.23045474 0.23051829 0.23035336 0.23037478 0.23029835 0.23014126
 0.23002052 0.23004874 0.23005465 0.23014949 0.23015911 0.23008161
 0.22990934 0.22987858 0.22967743 0.22958716 0.22954022 0.22949013
 0.22941355 0.22946736 0.22931967 0.22938726]
[0.39 0.7  0.88 0.94 0.97 0.98 0.98 1.   1.   0.99 0.99 0.99 0.99 0.99
 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99
 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99
 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99
 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99
 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99
 0.99 0.99 0.99 0.99 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.  ]
