#model:basicModel, seed:42, epochs:100, learningRate:1.25, shots:10000 1st:model, 2nd:loss, 3rd:accuracy
[4.68079600e+00 3.14209071e+00 2.68578328e-03 3.14174720e+00
 3.14143985e+00]
[0.68722804 0.64948163 0.59649081 0.51948485 0.44053977 0.38578856
 0.35736822 0.34454873 0.33939275 0.33705293 0.33614722 0.33578377
 0.33565328 0.33559666 0.33557528 0.33555683 0.33554872 0.33554532
 0.33554631 0.33554114 0.33554451 0.33554427 0.33554254 0.33554083
 0.33553754 0.33553754 0.33553754 0.33553754 0.33553907 0.33553907
 0.33553907 0.33553907 0.33554021 0.33554021 0.33554021 0.33554021
 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021
 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021
 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021
 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021
 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021
 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021
 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021
 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021
 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021
 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021 0.33554021
 0.33554021 0.33554021 0.33554021 0.33554021]
[0.57 0.77 0.89 0.96 0.98 1.   0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98
 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98
 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98
 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98
 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98
 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98
 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98
 0.98 0.98]
