#model:doubleAnsatz, seed:42, epochs:100, learningRate:0.75, shots:1000 1st:model, 2nd:loss, 3rd:accuracy
[1.6497986  6.43413936 4.70375311 6.22015351 6.08121401 3.23832431
 4.71572986 1.57011421 3.12272717]
[0.81055963 0.69505455 0.65542604 0.62305002 0.58395933 0.53672834
 0.4812826  0.42785271 0.37973674 0.33765938 0.30326929 0.273878
 0.24910394 0.22576072 0.20384909 0.18254292 0.16260003 0.14364009
 0.12663993 0.11186803 0.0989853  0.08970214 0.08244003 0.07714736
 0.07333701 0.07092419 0.06933568 0.06815826 0.06756104 0.06739404
 0.06711428 0.06693464 0.06672485 0.06661029 0.06663958 0.06661405
 0.06654842 0.06655322 0.06661292 0.06655582 0.06653444 0.06652602
 0.06649744 0.06645545 0.06648776 0.06647628 0.06647628 0.06648743
 0.06648757 0.06646617 0.06645614 0.06645614 0.06644588 0.06641432
 0.06641354 0.06641354 0.06641378 0.06641378 0.06641378 0.06642394
 0.06642394 0.06640185 0.06640185 0.06640111 0.06639037 0.06639037
 0.06639037 0.06637942 0.06636704 0.06635674 0.06633559 0.06634713
 0.06634713 0.06635741 0.06634629 0.06634629 0.06634629 0.06634629
 0.06634629 0.06631354 0.06630342 0.06627611 0.06622018 0.06622018
 0.06620998 0.06620998 0.06620998 0.06619456 0.06618567 0.06617538
 0.06617538 0.06617538 0.06616511 0.06614493 0.06611398 0.06612403
 0.06610328 0.06610328 0.0661354  0.06611431]
[0.26 0.5  0.73 0.82 0.88 0.92 0.94 0.95 0.96 0.96 0.97 0.97 0.98 0.99
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.  ]
